# Runlist.csv file written by KVINDRADB_e475s::WriteRunListFile on Wed Mar 25 16:13:17 2009
Version=10
2 | Buffers=12704 | Events=1191382 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=56614 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=30556 | DEC=6534275 | FC=1191502 | OK=1191501 | FT=1191501 | AVL=1191501 | OCD=1191501 | OA=1191501 | RAZ=1191502 | Plast All=5371023 | Plast G=1438685 | Plast C=28975 | Plast D=5642541 | Trigger multiplicity=0 | Length (min.)=5.040250 | Size (MB)=198.500000 | Dead time (%)=53.972500 | Start Date=9-MAR-2006 05:55:17.00 | End Date=9-MAR-2006 06:00:18.00 | Comments=faisceau 78Kr + 40Ca 5.5 A.MeV | Logbook=runs a priori de trigger 1 mais inexpoitables | 
251 | Buffers=12704 | Events=1403921 | Faraday 1=20 | Faraday 2=0 | Gene DIRECT=531867 | Gene LASER=406 | Gene ELECT=608 | Gene TEST=0 | Gene MARQ=16268 | Gene TM=42908 | DEC=1667279 | FC=1403395 | OK=1403395 | FT=1403395 | AVL=1403395 | OCD=1403395 | OA=1403395 | RAZ=1403396 | Plast All=846027 | Plast G=300381 | Plast C=490951 | Plast D=585928 | Trigger multiplicity=1 | Length (min.)=47.229301 | Size (MB)=198.500000 | Dead time (%)=8.321970 | Start Date=18-MAR-2006 22:08:06.00 | End Date=18-MAR-2006 22:55:13.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
252 | Buffers=12708 | Events=1417786 | Faraday 1=20 | Faraday 2=0 | Gene DIRECT=511424 | Gene LASER=406 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13006 | Gene TM=42689 | DEC=1693971 | FC=1417611 | OK=1417611 | FT=1417611 | AVL=1417611 | OCD=1417611 | OA=1417611 | RAZ=1417612 | Plast All=773747 | Plast G=268962 | Plast C=448706 | Plast D=540434 | Trigger multiplicity=1 | Length (min.)=45.480900 | Size (MB)=198.561996 | Dead time (%)=8.564900 | Start Date=18-MAR-2006 22:55:13.00 | End Date=18-MAR-2006 23:40:27.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
253 | Buffers=12707 | Events=1424415 | Faraday 1=22 | Faraday 2=0 | Gene DIRECT=525459 | Gene LASER=610 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=16260 | Gene TM=42661 | DEC=1723252 | FC=1425837 | OK=1425837 | FT=1425837 | AVL=1425837 | OCD=1425837 | OA=1425837 | RAZ=1425838 | Plast All=759551 | Plast G=259568 | Plast C=439840 | Plast D=534140 | Trigger multiplicity=1 | Length (min.)=46.560001 | Size (MB)=198.546997 | Dead time (%)=8.378060 | Start Date=18-MAR-2006 23:41:01.00 | End Date=19-MAR-2006 00:27:17.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
254 | Buffers=12705 | Events=1404253 | Faraday 1=18 | Faraday 2=0 | Gene DIRECT=552466 | Gene LASER=407 | Gene ELECT=609 | Gene TEST=0 | Gene MARQ=16268 | Gene TM=42985 | DEC=1665892 | FC=1403695 | OK=1403695 | FT=1403695 | AVL=1403695 | OCD=1403695 | OA=1403695 | RAZ=1403695 | Plast All=763240 | Plast G=254433 | Plast C=440651 | Plast D=542239 | Trigger multiplicity=1 | Length (min.)=49.060902 | Size (MB)=198.516006 | Dead time (%)=8.016630 | Start Date=19-MAR-2006 00:27:17.00 | End Date=19-MAR-2006 01:16:19.00 | Comments=disjonction HT chassis 1 | Logbook= | 
255 | Buffers=12706 | Events=1412749 | Faraday 1=26 | Faraday 2=0 | Gene DIRECT=544827 | Gene LASER=405 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13007 | Gene TM=43051 | DEC=1672210 | FC=1412793 | OK=1412793 | FT=1412793 | AVL=1412793 | OCD=1412793 | OA=1412793 | RAZ=1412794 | Plast All=779026 | Plast G=249748 | Plast C=447038 | Plast D=562697 | Trigger multiplicity=1 | Length (min.)=48.392700 | Size (MB)=198.531006 | Dead time (%)=8.095030 | Start Date=19-MAR-2006 01:16:19.00 | End Date=19-MAR-2006 02:05:00.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
256 | Buffers=12703 | Events=1404672 | Faraday 1=23 | Faraday 2=0 | Gene DIRECT=589066 | Gene LASER=610 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=16258 | Gene TM=43153 | DEC=1643580 | FC=1404090 | OK=1404090 | FT=1404090 | AVL=1404090 | OCD=1404090 | OA=1404090 | RAZ=1404091 | Plast All=728947 | Plast G=234170 | Plast C=417097 | Plast D=525179 | Trigger multiplicity=1 | Length (min.)=52.291100 | Size (MB)=198.483994 | Dead time (%)=7.533590 | Start Date=19-MAR-2006 02:05:01.00 | End Date=19-MAR-2006 02:57:09.00 | Comments=disjonction HT chassis 1 | Logbook= | 
257 | Buffers=12705 | Events=1401345 | Faraday 1=28 | Faraday 2=0 | Gene DIRECT=560045 | Gene LASER=407 | Gene ELECT=609 | Gene TEST=0 | Gene MARQ=16259 | Gene TM=42850 | DEC=1652330 | FC=1401699 | OK=1401699 | FT=1401699 | AVL=1401699 | OCD=1401699 | OA=1401699 | RAZ=1401700 | Plast All=757082 | Plast G=243213 | Plast C=433707 | Plast D=544645 | Trigger multiplicity=1 | Length (min.)=49.622898 | Size (MB)=198.516006 | Dead time (%)=7.879940 | Start Date=19-MAR-2006 02:57:13.00 | End Date=19-MAR-2006 03:47:01.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
258 | Buffers=12706 | Events=1406045 | Faraday 1=21 | Faraday 2=0 | Gene DIRECT=570339 | Gene LASER=610 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=16263 | Gene TM=43148 | DEC=1650854 | FC=1406833 | OK=1406833 | FT=1406833 | AVL=1406833 | OCD=1406833 | OA=1406833 | RAZ=1406834 | Plast All=716948 | Plast G=228373 | Plast C=410008 | Plast D=516868 | Trigger multiplicity=1 | Length (min.)=50.653198 | Size (MB)=198.531006 | Dead time (%)=7.787380 | Start Date=19-MAR-2006 03:47:01.00 | End Date=19-MAR-2006 04:37:21.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
259 | Buffers=12705 | Events=1406483 | Faraday 1=22 | Faraday 2=0 | Gene DIRECT=546747 | Gene LASER=407 | Gene ELECT=608 | Gene TEST=0 | Gene MARQ=16264 | Gene TM=42998 | DEC=1659657 | FC=1406134 | OK=1406134 | FT=1406134 | AVL=1406134 | OCD=1406134 | OA=1406134 | RAZ=1406135 | Plast All=738520 | Plast G=231509 | Plast C=420789 | Plast D=536265 | Trigger multiplicity=1 | Length (min.)=48.557098 | Size (MB)=198.516006 | Dead time (%)=8.105440 | Start Date=19-MAR-2006 04:37:21.00 | End Date=19-MAR-2006 05:26:07.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
260 | Buffers=12706 | Events=1406288 | Faraday 1=25 | Faraday 2=0 | Gene DIRECT=593934 | Gene LASER=611 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=16256 | Gene TM=43212 | DEC=1645007 | FC=1406729 | OK=1406729 | FT=1406729 | AVL=1406729 | OCD=1406729 | OA=1406729 | RAZ=1406730 | Plast All=677131 | Plast G=211007 | Plast C=385944 | Plast D=491336 | Trigger multiplicity=1 | Length (min.)=52.753201 | Size (MB)=198.531006 | Dead time (%)=7.480290 | Start Date=19-MAR-2006 05:26:07.00 | End Date=19-MAR-2006 06:18:30.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
261 | Buffers=12708 | Events=1405133 | Faraday 1=20 | Faraday 2=0 | Gene DIRECT=559018 | Gene LASER=406 | Gene ELECT=609 | Gene TEST=0 | Gene MARQ=16250 | Gene TM=43161 | DEC=1656161 | FC=1405708 | OK=1405708 | FT=1405708 | AVL=1405708 | OCD=1405708 | OA=1405708 | RAZ=1405708 | Plast All=698314 | Plast G=220191 | Plast C=397831 | Plast D=503667 | Trigger multiplicity=1 | Length (min.)=49.662300 | Size (MB)=198.561996 | Dead time (%)=7.952020 | Start Date=19-MAR-2006 06:18:30.00 | End Date=19-MAR-2006 07:08:19.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
262 | Buffers=12705 | Events=1403917 | Faraday 1=24 | Faraday 2=0 | Gene DIRECT=594842 | Gene LASER=610 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=16269 | Gene TM=43266 | DEC=1639873 | FC=1402805 | OK=1402805 | FT=1402805 | AVL=1402805 | OCD=1402805 | OA=1402805 | RAZ=1402806 | Plast All=681643 | Plast G=217193 | Plast C=388733 | Plast D=488466 | Trigger multiplicity=1 | Length (min.)=52.812000 | Size (MB)=198.516006 | Dead time (%)=7.478050 | Start Date=19-MAR-2006 07:08:20.00 | End Date=19-MAR-2006 08:01:14.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
263 | Buffers=12710 | Events=1402351 | Faraday 1=29 | Faraday 2=0 | Gene DIRECT=591547 | Gene LASER=406 | Gene ELECT=610 | Gene TEST=0 | Gene MARQ=16261 | Gene TM=43438 | DEC=1640751 | FC=1402712 | OK=1402712 | FT=1402712 | AVL=1402712 | OCD=1402712 | OA=1402712 | RAZ=1402713 | Plast All=681205 | Plast G=213202 | Plast C=386545 | Plast D=491528 | Trigger multiplicity=1 | Length (min.)=52.566799 | Size (MB)=198.593994 | Dead time (%)=7.550680 | Start Date=19-MAR-2006 08:01:15.00 | End Date=19-MAR-2006 08:54:02.00 | Comments= | Logbook=p.116 disjonction chassis 1 | 
264 | Buffers=12705 | Events=1423412 | Faraday 1=39 | Faraday 2=0 | Gene DIRECT=568089 | Gene LASER=408 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=16251 | Gene TM=60819 | DEC=1827293 | FC=1423603 | OK=1423603 | FT=1423603 | AVL=1423603 | OCD=1423603 | OA=1423603 | RAZ=1423603 | Plast All=667639 | Plast G=211306 | Plast C=377731 | Plast D=479127 | Trigger multiplicity=1 | Length (min.)=50.446800 | Size (MB)=198.516006 | Dead time (%)=11.021200 | Start Date=19-MAR-2006 08:54:02.00 | End Date=19-MAR-2006 09:44:15.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
265 | Buffers=12704 | Events=1468733 | Faraday 1=32 | Faraday 2=0 | Gene DIRECT=445951 | Gene LASER=406 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13016 | Gene TM=40105 | DEC=2192223 | FC=1469429 | OK=1469429 | FT=1469429 | AVL=1469429 | OCD=1469429 | OA=1469429 | RAZ=1469430 | Plast All=524399 | Plast G=168061 | Plast C=297684 | Plast D=373763 | Trigger multiplicity=1 | Length (min.)=39.611900 | Size (MB)=198.500000 | Dead time (%)=9.263520 | Start Date=19-MAR-2006 09:44:15.00 | End Date=19-MAR-2006 10:24:03.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
266 | Buffers=12707 | Events=1454987 | Faraday 1=35 | Faraday 2=0 | Gene DIRECT=466914 | Gene LASER=408 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13008 | Gene TM=40412 | DEC=2710015 | FC=1455002 | OK=1455002 | FT=1455002 | AVL=1455002 | OCD=1455002 | OA=1455002 | RAZ=1455003 | Plast All=520132 | Plast G=169578 | Plast C=296149 | Plast D=367151 | Trigger multiplicity=1 | Length (min.)=41.481602 | Size (MB)=198.546997 | Dead time (%)=8.903160 | Start Date=19-MAR-2006 10:24:04.00 | End Date=19-MAR-2006 11:05:18.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
267 | Buffers=12711 | Events=1414852 | Faraday 1=40 | Faraday 2=0 | Gene DIRECT=549163 | Gene LASER=406 | Gene ELECT=610 | Gene TEST=0 | Gene MARQ=16261 | Gene TM=42269 | DEC=2056476 | FC=1414684 | OK=1414684 | FT=1414684 | AVL=1414684 | OCD=1414684 | OA=1414684 | RAZ=1414684 | Plast All=580069 | Plast G=192043 | Plast C=331234 | Plast D=405856 | Trigger multiplicity=1 | Length (min.)=48.822300 | Size (MB)=198.608994 | Dead time (%)=7.931850 | Start Date=19-MAR-2006 11:05:18.00 | End Date=19-MAR-2006 11:54:13.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
268 | Buffers=12710 | Events=1414937 | Faraday 1=40 | Faraday 2=0 | Gene DIRECT=539748 | Gene LASER=612 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=16268 | Gene TM=42391 | DEC=1703372 | FC=1414926 | OK=1414926 | FT=1414926 | AVL=1414926 | OCD=1414926 | OA=1414926 | RAZ=1414927 | Plast All=621427 | Plast G=207398 | Plast C=356533 | Plast D=432254 | Trigger multiplicity=1 | Length (min.)=47.978401 | Size (MB)=198.593994 | Dead time (%)=8.097920 | Start Date=19-MAR-2006 11:54:13.00 | End Date=19-MAR-2006 12:42:12.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
269 | Buffers=12707 | Events=1415228 | Faraday 1=32 | Faraday 2=0 | Gene DIRECT=554133 | Gene LASER=407 | Gene ELECT=530 | Gene TEST=0 | Gene MARQ=14989 | Gene TM=42715 | DEC=1676020 | FC=1414796 | OK=1414796 | FT=1414796 | AVL=1414796 | OCD=1414796 | OA=1414796 | RAZ=1414797 | Plast All=659733 | Plast G=224628 | Plast C=378305 | Plast D=454525 | Trigger multiplicity=1 | Length (min.)=49.239399 | Size (MB)=198.546997 | Dead time (%)=7.922740 | Start Date=19-MAR-2006 12:42:12.00 | End Date=19-MAR-2006 13:31:19.00 | Comments= | Logbook=p.117 disjonction chassis 1 | 
270 | Buffers=10310 | Events=1135183 | Faraday 1=25 | Faraday 2=0 | Gene DIRECT=527504 | Gene LASER=405 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13011 | Gene TM=34747 | DEC=1323932 | FC=1135180 | OK=1135180 | FT=1135180 | AVL=1135180 | OCD=1135180 | OA=1135180 | RAZ=1135181 | Plast All=484253 | Plast G=221023 | Plast C=272493 | Plast D=274849 | Trigger multiplicity=1 | Length (min.)=46.905300 | Size (MB)=161.093994 | Dead time (%)=6.753640 | Start Date=19-MAR-2006 13:31:19.00 | End Date=19-MAR-2006 14:18:16.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
271 | Buffers=12707 | Events=1416835 | Faraday 1=21 | Faraday 2=0 | Gene DIRECT=502565 | Gene LASER=408 | Gene ELECT=408 | Gene TEST=0 | Gene MARQ=13027 | Gene TM=45027 | DEC=1743771 | FC=1418246 | OK=1418246 | FT=1418246 | AVL=1418246 | OCD=1418246 | OA=1418246 | RAZ=1418247 | Plast All=835276 | Plast G=228732 | Plast C=449813 | Plast D=631897 | Trigger multiplicity=1 | Length (min.)=44.458900 | Size (MB)=198.546997 | Dead time (%)=9.197860 | Start Date=19-MAR-2006 15:52:24.00 | End Date=19-MAR-2006 16:37:07.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
272 | Buffers=12709 | Events=1426411 | Faraday 1=25 | Faraday 2=0 | Gene DIRECT=495544 | Gene LASER=406 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13030 | Gene TM=44943 | DEC=1654150 | FC=1425556 | OK=1425556 | FT=1425556 | AVL=1425556 | OCD=1425556 | OA=1425556 | RAZ=1425557 | Plast All=796159 | Plast G=212937 | Plast C=423547 | Plast D=607041 | Trigger multiplicity=1 | Length (min.)=44.006802 | Size (MB)=198.578003 | Dead time (%)=9.314340 | Start Date=19-MAR-2006 16:37:08.00 | End Date=19-MAR-2006 17:21:08.00 | Comments= | Logbook=p.118 disjonction chassis 1 | 
273 | Buffers=12706 | Events=1429016 | Faraday 1=20 | Faraday 2=0 | Gene DIRECT=491648 | Gene LASER=612 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=16290 | Gene TM=44387 | DEC=2233983 | FC=1429490 | OK=1429490 | FT=1429490 | AVL=1429490 | OCD=1429490 | OA=1429490 | RAZ=1429490 | Plast All=755574 | Plast G=198340 | Plast C=402356 | Plast D=579319 | Trigger multiplicity=1 | Length (min.)=43.590302 | Size (MB)=198.531006 | Dead time (%)=9.337590 | Start Date=19-MAR-2006 17:21:08.00 | End Date=19-MAR-2006 18:04:25.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
274 | Buffers=11960 | Events=1415464 | Faraday 1=16 | Faraday 2=0 | Gene DIRECT=389301 | Gene LASER=204 | Gene ELECT=326 | Gene TEST=0 | Gene MARQ=9776 | Gene TM=39128 | DEC=6142868 | FC=1414879 | OK=1414879 | FT=1414879 | AVL=1414879 | OCD=1414879 | OA=1414879 | RAZ=1414880 | Plast All=573289 | Plast G=149064 | Plast C=306342 | Plast D=440332 | Trigger multiplicity=1 | Length (min.)=34.591400 | Size (MB)=186.875000 | Dead time (%)=10.309700 | Start Date=19-MAR-2006 18:04:25.00 | End Date=19-MAR-2006 18:39:13.00 | Comments=Plantage en fin de run, abort de l'aquisistion | Logbook=120 | 
276 | Buffers=12709 | Events=1445567 | Faraday 1=24 | Faraday 2=0 | Gene DIRECT=485595 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=42057 | DEC=2102825 | FC=1447195 | OK=1447195 | FT=1447195 | AVL=1447195 | OCD=1447195 | OA=1447195 | RAZ=1447196 | Plast All=772179 | Plast G=273941 | Plast C=446230 | Plast D=515699 | Trigger multiplicity=1 | Length (min.)=43.017200 | Size (MB)=198.578003 | Dead time (%)=8.660920 | Start Date=19-MAR-2006 19:56:24.00 | End Date=19-MAR-2006 20:39:24.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
277 | Buffers=12706 | Events=1468709 | Faraday 1=23 | Faraday 2=0 | Gene DIRECT=436224 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=41759 | DEC=1897527 | FC=1468193 | OK=1468193 | FT=1468193 | AVL=1468193 | OCD=1468193 | OA=1468193 | RAZ=1468194 | Plast All=687710 | Plast G=233205 | Plast C=395433 | Plast D=469495 | Trigger multiplicity=1 | Length (min.)=38.686600 | Size (MB)=198.531006 | Dead time (%)=9.572830 | Start Date=19-MAR-2006 20:39:24.00 | End Date=19-MAR-2006 21:18:15.00 | Comments=75Kr13+ + 40Ca 5.5 AMeV | Logbook= | 
278 | Buffers=12709 | Events=1472274 | Faraday 1=21 | Faraday 2=0 | Gene DIRECT=416794 | Gene LASER=407 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13025 | Gene TM=40983 | DEC=2077483 | FC=1471617 | OK=1471617 | FT=1471617 | AVL=1471617 | OCD=1471617 | OA=1471617 | RAZ=1471618 | Plast All=560833 | Plast G=184395 | Plast C=322008 | Plast D=387546 | Trigger multiplicity=1 | Length (min.)=37.032799 | Size (MB)=198.578003 | Dead time (%)=10.150100 | Start Date=19-MAR-2006 21:18:15.00 | End Date=19-MAR-2006 21:55:15.00 | Comments=75Kr13+ + 40Ca 5.5 AMeV | Logbook= | 
279 | Buffers=12711 | Events=1416514 | Faraday 1=28 | Faraday 2=0 | Gene DIRECT=538027 | Gene LASER=407 | Gene ELECT=408 | Gene TEST=0 | Gene MARQ=13035 | Gene TM=42607 | DEC=1791083 | FC=1417630 | OK=1417630 | FT=1417630 | AVL=1417630 | OCD=1417630 | OA=1417630 | RAZ=1417631 | Plast All=725627 | Plast G=225321 | Plast C=413440 | Plast D=514610 | Trigger multiplicity=1 | Length (min.)=47.661201 | Size (MB)=198.608994 | Dead time (%)=8.115740 | Start Date=19-MAR-2006 21:55:19.00 | End Date=19-MAR-2006 22:43:08.00 | Comments=disjonction chassis 1 | Logbook=120 | 
280 | Buffers=12707 | Events=1473406 | Faraday 1=24 | Faraday 2=0 | Gene DIRECT=416852 | Gene LASER=408 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13030 | Gene TM=41321 | DEC=2809341 | FC=1473580 | OK=1473580 | FT=1473580 | AVL=1473580 | OCD=1473580 | OA=1473580 | RAZ=1473581 | Plast All=550429 | Plast G=166403 | Plast C=312998 | Plast D=394082 | Trigger multiplicity=1 | Length (min.)=36.980400 | Size (MB)=198.546997 | Dead time (%)=10.232500 | Start Date=19-MAR-2006 22:43:08.00 | End Date=19-MAR-2006 23:20:07.00 | Comments=75Kr13+ + 40Ca 5.5 AMeV | Logbook= | 
281 | Buffers=12706 | Events=1429748 | Faraday 1=30 | Faraday 2=0 | Gene DIRECT=518583 | Gene LASER=406 | Gene ELECT=408 | Gene TEST=0 | Gene MARQ=13030 | Gene TM=42076 | DEC=2685740 | FC=1429514 | OK=1429514 | FT=1429514 | AVL=1429514 | OCD=1429514 | OA=1429514 | RAZ=1429515 | Plast All=636657 | Plast G=187954 | Plast C=359691 | Plast D=460343 | Trigger multiplicity=1 | Length (min.)=45.972301 | Size (MB)=198.531006 | Dead time (%)=8.322770 | Start Date=19-MAR-2006 23:20:08.00 | End Date=20-MAR-2006 00:06:07.00 | Comments=75Kr13+ + 40Ca 5.5 AMeV | Logbook= | 
282 | Buffers=12711 | Events=1487427 | Faraday 1=25 | Faraday 2=0 | Gene DIRECT=402465 | Gene LASER=408 | Gene ELECT=408 | Gene TEST=0 | Gene MARQ=13038 | Gene TM=40730 | DEC=2242584 | FC=1487120 | OK=1487119 | FT=1487119 | AVL=1487119 | OCD=1487119 | OA=1487119 | RAZ=1487120 | Plast All=437147 | Plast G=128869 | Plast C=247000 | Plast D=315879 | Trigger multiplicity=1 | Length (min.)=35.813900 | Size (MB)=198.608994 | Dead time (%)=10.459000 | Start Date=20-MAR-2006 00:06:07.00 | End Date=20-MAR-2006 00:42:01.00 | Comments=75Kr13+ + 40Ca 5.5 AMeV | Logbook= | 
283 | Buffers=12704 | Events=1412992 | Faraday 1=36 | Faraday 2=0 | Gene DIRECT=527788 | Gene LASER=406 | Gene ELECT=610 | Gene TEST=0 | Gene MARQ=16286 | Gene TM=42787 | DEC=1667548 | FC=1410157 | OK=1410157 | FT=1410157 | AVL=1410157 | OCD=1410157 | OA=1410157 | RAZ=1410158 | Plast All=682207 | Plast G=199001 | Plast C=384360 | Plast D=495068 | Trigger multiplicity=1 | Length (min.)=46.809101 | Size (MB)=198.500000 | Dead time (%)=8.364970 | Start Date=20-MAR-2006 00:42:01.00 | End Date=20-MAR-2006 01:28:25.00 | Comments=75Kr13+ + 40Ca 5.5 AMeV | Logbook= | 
284 | Buffers=12711 | Events=1400306 | Faraday 1=36 | Faraday 2=0 | Gene DIRECT=578696 | Gene LASER=611 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=16289 | Gene TM=43650 | DEC=1595337 | FC=1401059 | OK=1401059 | FT=1401059 | AVL=1401059 | OCD=1401059 | OA=1401059 | RAZ=1401059 | Plast All=730350 | Plast G=210357 | Plast C=410436 | Plast D=532098 | Trigger multiplicity=1 | Length (min.)=51.378899 | Size (MB)=198.608994 | Dead time (%)=7.761280 | Start Date=20-MAR-2006 01:28:25.00 | End Date=20-MAR-2006 02:20:06.00 | Comments=disjonction chassis 1 | Logbook=p: 120 | 
285 | Buffers=12703 | Events=1394189 | Faraday 1=34 | Faraday 2=0 | Gene DIRECT=577858 | Gene LASER=407 | Gene ELECT=612 | Gene TEST=0 | Gene MARQ=16284 | Gene TM=43207 | DEC=1599860 | FC=1393466 | OK=1393466 | FT=1393466 | AVL=1393466 | OCD=1393466 | OA=1393466 | RAZ=1393467 | Plast All=727749 | Plast G=216060 | Plast C=410119 | Plast D=523082 | Trigger multiplicity=1 | Length (min.)=51.230900 | Size (MB)=198.483994 | Dead time (%)=7.693910 | Start Date=20-MAR-2006 02:20:06.00 | End Date=20-MAR-2006 03:11:13.00 | Comments=75Kr13+ + 40Ca 5.5 AMeV | Logbook= | 
286 | Buffers=12703 | Events=1396458 | Faraday 1=34 | Faraday 2=0 | Gene DIRECT=595856 | Gene LASER=611 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=16286 | Gene TM=43423 | DEC=1584491 | FC=1396456 | OK=1396456 | FT=1396456 | AVL=1396456 | OCD=1396456 | OA=1396456 | RAZ=1396456 | Plast All=681409 | Plast G=199408 | Plast C=383439 | Plast D=491794 | Trigger multiplicity=1 | Length (min.)=52.715900 | Size (MB)=198.483994 | Dead time (%)=7.492280 | Start Date=20-MAR-2006 03:11:16.00 | End Date=20-MAR-2006 04:04:07.00 | Comments=75Kr13+ + 40Ca 5.5 AMeV | Logbook= | 
287 | Buffers=12710 | Events=1394740 | Faraday 1=32 | Faraday 2=0 | Gene DIRECT=597459 | Gene LASER=407 | Gene ELECT=612 | Gene TEST=0 | Gene MARQ=16290 | Gene TM=43425 | DEC=1575217 | FC=1395005 | OK=1395005 | FT=1395005 | AVL=1395005 | OCD=1395005 | OA=1395005 | RAZ=1395005 | Plast All=694188 | Plast G=197984 | Plast C=389174 | Plast D=505683 | Trigger multiplicity=1 | Length (min.)=52.932499 | Size (MB)=198.593994 | Dead time (%)=7.472010 | Start Date=20-MAR-2006 04:04:11.00 | End Date=20-MAR-2006 04:57:08.00 | Comments=disjonction chassis 1 | Logbook=p: 120 | 
288 | Buffers=12706 | Events=1400293 | Faraday 1=33 | Faraday 2=0 | Gene DIRECT=593204 | Gene LASER=611 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=16288 | Gene TM=43074 | DEC=1643701 | FC=1401387 | OK=1401387 | FT=1401387 | AVL=1401387 | OCD=1401387 | OA=1401387 | RAZ=1401387 | Plast All=678472 | Plast G=187615 | Plast C=378902 | Plast D=499663 | Trigger multiplicity=1 | Length (min.)=52.584301 | Size (MB)=198.531006 | Dead time (%)=7.466250 | Start Date=20-MAR-2006 04:57:09.00 | End Date=20-MAR-2006 05:49:26.00 | Comments= | Logbook= | 
289 | Buffers=12703 | Events=1402977 | Faraday 1=31 | Faraday 2=0 | Gene DIRECT=560023 | Gene LASER=408 | Gene ELECT=610 | Gene TEST=0 | Gene MARQ=16282 | Gene TM=42910 | DEC=1633091 | FC=1401884 | OK=1401884 | FT=1401884 | AVL=1401884 | OCD=1401884 | OA=1401884 | RAZ=1401884 | Plast All=676172 | Plast G=185421 | Plast C=376578 | Plast D=499281 | Trigger multiplicity=1 | Length (min.)=49.654598 | Size (MB)=198.483994 | Dead time (%)=7.891620 | Start Date=20-MAR-2006 05:49:26.00 | End Date=20-MAR-2006 06:39:16.00 | Comments= | Logbook=p.120 disjonction chassis 1 | 
290 | Buffers=12706 | Events=1414798 | Faraday 1=30 | Faraday 2=0 | Gene DIRECT=549808 | Gene LASER=612 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=16286 | Gene TM=43025 | DEC=1663303 | FC=1415942 | OK=1415942 | FT=1415942 | AVL=1415942 | OCD=1415942 | OA=1415942 | RAZ=1415943 | Plast All=641619 | Plast G=178022 | Plast C=357400 | Plast D=471137 | Trigger multiplicity=1 | Length (min.)=48.752602 | Size (MB)=198.531006 | Dead time (%)=8.064330 | Start Date=20-MAR-2006 06:39:16.00 | End Date=20-MAR-2006 07:28:08.00 | Comments= | Logbook= | 
